Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado;Tipo
27;27001;27001036;CHOCÓ;QUIBDÓ;GITRADO;C
27;27001;27001037;CHOCÓ;QUIBDÓ;MOJAUDO;C
27;27001;27001038;CHOCÓ;QUIBDÓ;SANCENO;C
27;27001;27001040;CHOCÓ;QUIBDÓ;EL TAMBO;C
27;27001;27001041;CHOCÓ;QUIBDÓ;ALTO MUNGUIDÓ;C
27;27001;27001044;CHOCÓ;QUIBDÓ;BOCA DE NAURITÁ (NAURITÁ);C
27;27001;27001047;CHOCÓ;QUIBDÓ;EL FUERTE;C
27;27001;27001048;CHOCÓ;QUIBDÓ;SAN ANTONIO DE ICHO;CAS
27;27001;27001052;CHOCÓ;QUIBDÓ;BOCA DE NEMOTÁ (NEMOTÁ);C
27;27001;27001054;CHOCÓ;QUIBDÓ;PACURITA (CABÍ);C
27;27001;27001056;CHOCÓ;QUIBDÓ;PUERTO MURILLO;C
27;27001;27001060;CHOCÓ;QUIBDÓ;VILLA DEL ROSARIO;C
27;27001;27001061;CHOCÓ;QUIBDÓ;WINANDO;C
27;27001;27001063;CHOCÓ;QUIBDÓ;BARRANCO;CP
27;27001;27001064;CHOCÓ;QUIBDÓ;BOCA DE TANANDO;CP
27;27001;27001065;CHOCÓ;QUIBDÓ;EL FUTURO;CP
27;27006;27006000;CHOCÓ;ACANDÍ;ACANDÍ;CM
27;27006;27006003;CHOCÓ;ACANDÍ;CAPURGANÁ;IPD
27;27006;27006005;CHOCÓ;ACANDÍ;LA CALETA;IP
27;27006;27006007;CHOCÓ;ACANDÍ;SAN FRANCISCO;CAS
27;27006;27006009;CHOCÓ;ACANDÍ;CHUGANDÍ;C
27;27006;27006010;CHOCÓ;ACANDÍ;SAPZURRO;C
27;27006;27006016;CHOCÓ;ACANDÍ;PEÑALOSA;C
27;27006;27006018;CHOCÓ;ACANDÍ;TITIZA;CP
27;27025;27025000;CHOCÓ;ALTO BAUDÓ;PIE DE PATO;CM
27;27025;27025002;CHOCÓ;ALTO BAUDÓ;AMPARRADO;C
27;27025;27025003;CHOCÓ;ALTO BAUDÓ;APARTADÓ;IP
27;27025;27025004;CHOCÓ;ALTO BAUDÓ;CHACHAJÓ;IPD
27;27025;27025006;CHOCÓ;ALTO BAUDÓ;NAUCA;IPD
27;27025;27025007;CHOCÓ;ALTO BAUDÓ;SAN FRANCISCO DE CUGUCHO;C
27;27025;27025008;CHOCÓ;ALTO BAUDÓ;SANTA CATALINA DE CATRU;C
27;27025;27025010;CHOCÓ;ALTO BAUDÓ;YUCAL;C
27;27025;27025011;CHOCÓ;ALTO BAUDÓ;BATATAL;IP
27;27025;27025012;CHOCÓ;ALTO BAUDÓ;BELLA VISTA;CAS
27;27025;27025013;CHOCÓ;ALTO BAUDÓ;CHIGORODÓ;C
27;27025;27025014;CHOCÓ;ALTO BAUDÓ;EL SALTO(BELLA LUZ);C
27;27025;27025015;CHOCÓ;ALTO BAUDÓ;DOCACINA;C
27;27025;27025016;CHOCÓ;ALTO BAUDÓ;DOMINICO;C
27;27025;27025017;CHOCÓ;ALTO BAUDÓ;GEANDO;C
27;27025;27025018;CHOCÓ;ALTO BAUDÓ;IRUTO;C
27;27025;27025019;CHOCÓ;ALTO BAUDÓ;LA DIVISA;C
27;27025;27025020;CHOCÓ;ALTO BAUDÓ;LA FELICIA;C
27;27025;27025021;CHOCÓ;ALTO BAUDÓ;LA LOMA;C
27;27025;27025023;CHOCÓ;ALTO BAUDÓ;LAS DELICIAS;C
27;27025;27025024;CHOCÓ;ALTO BAUDÓ;MOJAUDÓ;C
27;27025;27025025;CHOCÓ;ALTO BAUDÓ;NUNCIDÓ;C
27;27025;27025027;CHOCÓ;ALTO BAUDÓ;PUESTO INDIO;C
27;27025;27025028;CHOCÓ;ALTO BAUDÓ;SANTA MARIA DE CONDOTO;C
27;27025;27025030;CHOCÓ;ALTO BAUDÓ;AMPARRAIDA(SANTA RITA);CP
27;27025;27025031;CHOCÓ;ALTO BAUDÓ;BAGRERA(PUERTO MARTÍNEZ);CP
27;27025;27025032;CHOCÓ;ALTO BAUDÓ;GUINEO;CP
27;27025;27025033;CHOCÓ;ALTO BAUDÓ;MIACORA;CP
27;27025;27025034;CHOCÓ;ALTO BAUDÓ;PLAYITA;CP
27;27025;27025035;CHOCÓ;ALTO BAUDÓ;PUERTO ALEGRE;CP
27;27025;27025036;CHOCÓ;ALTO BAUDÓ;PUERTO CÓRDOBA URUDO;CP
27;27025;27025037;CHOCÓ;ALTO BAUDÓ;PUERTO ECHEVERRY;CP
27;27025;27025038;CHOCÓ;ALTO BAUDÓ;PUERTO LIBIA;CP
27;27025;27025039;CHOCÓ;ALTO BAUDÓ;PUNTO CAIMINTO;CP
27;27050;27050000;CHOCÓ;ATRATO;YUTO;CM
27;27050;27050001;CHOCÓ;ATRATO;ARENAL;C
27;27050;27050002;CHOCÓ;ATRATO;DOÑA JOSEFA;C
27;27050;27050003;CHOCÓ;ATRATO;SAMURINDÓ;C
27;27050;27050004;CHOCÓ;ATRATO;REAL DE TANANDÓ;C
27;27050;27050005;CHOCÓ;ATRATO;MOTOLDÓ;C
27;27050;27050006;CHOCÓ;ATRATO;SAN JOSÉ DE PURRÉ;C
27;27050;27050007;CHOCÓ;ATRATO;SAN MARTÍN DE PURRÉ;C
27;27050;27050008;CHOCÓ;ATRATO;LA MOLANA;CAS
27;27050;27050009;CHOCÓ;ATRATO;PUENTE DE TANANDÓ;CAS
27;27050;27050010;CHOCÓ;ATRATO;PUENTE DE PAIMADÓ;CAS
27;27050;27050011;CHOCÓ;ATRATO;ISLA DE LOS PINILLA;CAS
27;27050;27050012;CHOCÓ;ATRATO;PLAA DE ORO;CAS
27;27050;27050013;CHOCÓ;ATRATO;LA TOMA;CAS
27;27050;27050015;CHOCÓ;ATRATO;BRAZO DE LOS NARANJOS;CAS
27;27073;27073000;CHOCÓ;BAGADÓ;BAGADÓ;CM
27;27073;27073001;CHOCÓ;BAGADÓ;AGUASAL;C
27;27073;27073002;CHOCÓ;BAGADÓ;CHAMBARE;IP
27;27073;27073003;CHOCÓ;BAGADÓ;DABAIBE;C
27;27073;27073004;CHOCÓ;BAGADÓ;ENGRIVADÓ;IPD
27;27073;27073005;CHOCÓ;BAGADÓ;LA SIERRA;IPD
27;27073;27073006;CHOCÓ;BAGADÓ;PIEDRA HONDA;IPD
27;27073;27073007;CHOCÓ;BAGADÓ;SAN MARINO;IPD
27;27073;27073008;CHOCÓ;BAGADÓ;TAPERA;IP
27;27073;27073009;CHOCÓ;BAGADÓ;EL SALTO;CAS
27;27073;27073010;CHOCÓ;BAGADÓ;PLAYA BONITA;CAS
27;27073;27073011;CHOCÓ;BAGADÓ;VIVÍCORA;IPD
27;27073;27073012;CHOCÓ;BAGADÓ;PESCADITO;C
27;27075;27075000;CHOCÓ;BAHÍA SOLANO;CIUDAD MÚTIS;CM
27;27075;27075001;CHOCÓ;BAHÍA SOLANO;CUPICA;C
27;27075;27075002;CHOCÓ;BAHÍA SOLANO;EL VALLE;C
27;27075;27075003;CHOCÓ;BAHÍA SOLANO;HUACA;C
27;27075;27075004;CHOCÓ;BAHÍA SOLANO;HUINA;C
27;27075;27075005;CHOCÓ;BAHÍA SOLANO;JUNA;CAS
27;27075;27075006;CHOCÓ;BAHÍA SOLANO;MECANA;IP
27;27075;27075007;CHOCÓ;BAHÍA SOLANO;NABUGÁ;IP
27;27077;27077000;CHOCÓ;BAJO BAUDÓ;PIZARRO;CM
27;27077;27077002;CHOCÓ;BAJO BAUDÓ;BELÉN DE DOCAMPODO;C
27;27077;27077005;CHOCÓ;BAJO BAUDÓ;CUEVITA;C
27;27077;27077006;CHOCÓ;BAJO BAUDÓ;DOTENEDÓ;IP
27;27077;27077007;CHOCÓ;BAJO BAUDÓ;HIJUÁ;IP
27;27077;27077008;CHOCÓ;BAJO BAUDÓ;ORPÚA;C
27;27077;27077009;CHOCÓ;BAJO BAUDÓ;PAVASA;C
27;27077;27077011;CHOCÓ;BAJO BAUDÓ;PILIZA;C
27;27077;27077012;CHOCÓ;BAJO BAUDÓ;PLAYITA;IP
27;27077;27077014;CHOCÓ;BAJO BAUDÓ;PUNTA PURRICHA;IP
27;27077;27077015;CHOCÓ;BAJO BAUDÓ;PURRICHA;IP
27;27077;27077016;CHOCÓ;BAJO BAUDÓ;SIVIRÚ;C
27;27077;27077017;CHOCÓ;BAJO BAUDÓ;TORREIDÓ DE ABAJO;IP
27;27077;27077018;CHOCÓ;BAJO BAUDÓ;TORREIDÓ DE ARRIBA;IP
27;27077;27077019;CHOCÓ;BAJO BAUDÓ;VIRUDÓ;C
27;27077;27077021;CHOCÓ;BAJO BAUDÓ;CURUNDÓ;CAS
27;27077;27077022;CHOCÓ;BAJO BAUDÓ;PUNTA DE IGUA;CAS
27;27077;27077024;CHOCÓ;BAJO BAUDÓ;VILLA MARÍA;CAS
27;27077;27077026;CHOCÓ;BAJO BAUDÓ;GUINEAL;C
27;27077;27077028;CHOCÓ;BAJO BAUDÓ;PUERTO ECHEVERRI;CAS
27;27077;27077029;CHOCÓ;BAJO BAUDÓ;USARAGÁ;C
27;27077;27077031;CHOCÓ;BAJO BAUDÓ;SAN MIGUEL DE BAUDÓ;C
27;27077;27077032;CHOCÓ;BAJO BAUDÓ;PUERTO ABADÍA;C
27;27077;27077033;CHOCÓ;BAJO BAUDÓ;VILLA COLOMBIA;C
27;27099;27099000;CHOCÓ;BOJAYÁ;BELLAVISTA;CM
27;27099;27099001;CHOCÓ;BOJAYÁ;ALFONSO LÓPEZ;C
27;27099;27099002;CHOCÓ;BOJAYÁ;LA LOMA DE BOJAYÁ;IPD
27;27099;27099003;CHOCÓ;BOJAYÁ;ISLA DE LOS PALACIOS;C
27;27099;27099004;CHOCÓ;BOJAYÁ;LA BOBA;IP
27;27099;27099005;CHOCÓ;BOJAYÁ;NAPIPI;C
27;27099;27099006;CHOCÓ;BOJAYÁ;BOCA DE OPOGADO;IPD
27;27099;27099008;CHOCÓ;BOJAYÁ;PUERTO CONTÓ;IPD
27;27099;27099009;CHOCÓ;BOJAYÁ;SAN JOSÉ;IP
27;27099;27099011;CHOCÓ;BOJAYÁ;VERACRUZ;IP
27;27099;27099012;CHOCÓ;BOJAYÁ;POGUE;C
27;27099;27099013;CHOCÓ;BOJAYÁ;MESOPOTAMIA;C
27;27099;27099015;CHOCÓ;BOJAYÁ;EL TIGRE;CAS
27;27099;27099030;CHOCÓ;BOJAYÁ;PIEDRA CANDELA;CP
27;27135;27135000;CHOCÓ;EL CANTÓN DEL SAN PABLO;MANAGRÚ;CM
27;27135;27135001;CHOCÓ;EL CANTÓN DEL SAN PABLO;BOCA DE RASPADURA;C
27;27135;27135002;CHOCÓ;EL CANTÓN DEL SAN PABLO;LA VICTORIA;C
27;27135;27135003;CHOCÓ;EL CANTÓN DEL SAN PABLO;PUERTO PERVEL;C
27;27135;27135004;CHOCÓ;EL CANTÓN DEL SAN PABLO;TARIDÓ;C
27;27135;27135005;CHOCÓ;EL CANTÓN DEL SAN PABLO;GUAPANDÓ;CAS
27;27135;27135006;CHOCÓ;EL CANTÓN DEL SAN PABLO;JORODÓ;CAS
27;27135;27135007;CHOCÓ;EL CANTÓN DEL SAN PABLO;LA ISLA;CAS
27;27135;27135008;CHOCÓ;EL CANTÓN DEL SAN PABLO;PAVAZA;CAS
27;27135;27135009;CHOCÓ;EL CANTÓN DEL SAN PABLO;SAN LUIS;CAS
27;27150;27150000;CHOCÓ;CARMEN DEL DARIÉN;CURBARADÓ;CM
27;27150;27150001;CHOCÓ;CARMEN DEL DARIÉN;BRISAS;C
27;27150;27150002;CHOCÓ;CARMEN DEL DARIÉN;DOMINGODÓ;C
27;27150;27150003;CHOCÓ;CARMEN DEL DARIÉN;LA GRANDE;C
27;27150;27150004;CHOCÓ;CARMEN DEL DARIÉN;PUERTO LLERAS;C
27;27150;27150005;CHOCÓ;CARMEN DEL DARIÉN;TURRIQUITADÓ;C
27;27150;27150006;CHOCÓ;CARMEN DEL DARIÉN;VIGIA DE CURBADÓ;C
27;27150;27150007;CHOCÓ;CARMEN DEL DARIÉN;VILLA NUEVA DE MONTAÑO;C
27;27150;27150008;CHOCÓ;CARMEN DEL DARIÉN;APARTADÓ BUENA VISTA;CP
27;27150;27150010;CHOCÓ;CARMEN DEL DARIÉN;BRISAS DEL CETINO;CP
27;27150;27150011;CHOCÓ;CARMEN DEL DARIÉN;BUENA VISTA;CP
27;27150;27150012;CHOCÓ;CARMEN DEL DARIÉN;CHICAO;CP
27;27150;27150013;CHOCÓ;CARMEN DEL DARIÉN;GENGADODENIO;CP
27;27150;27150014;CHOCÓ;CARMEN DEL DARIÉN;LA MADRE;CP
27;27150;27150015;CHOCÓ;CARMEN DEL DARIÉN;NUEVA ESPERANZA;CP
27;27150;27150016;CHOCÓ;CARMEN DEL DARIÉN;PUEBLO NUEVO;CP
27;27160;27160000;CHOCÓ;CÉRTEGUI;CÉRTEGUI;CM
27;27160;27160001;CHOCÓ;CÉRTEGUI;LA TOMA;C
27;27160;27160002;CHOCÓ;CÉRTEGUI;PARECITO;C
27;27160;27160003;CHOCÓ;CÉRTEGUI;PAREDES;C
27;27160;27160004;CHOCÓ;CÉRTEGUI;VARIANTE DE CERTERGUI;C
27;27160;27160005;CHOCÓ;CÉRTEGUI;IBORDO;CP
27;27205;27205000;CHOCÓ;CONDOTO;CONDOTO;CM
27;27205;27205001;CHOCÓ;CONDOTO;ACOSÓ;IP
27;27205;27205002;CHOCÓ;CONDOTO;CORODÓ;IP
27;27205;27205004;CHOCÓ;CONDOTO;LA FLORIDA;IPD
27;27205;27205005;CHOCÓ;CONDOTO;LA MURIÑA;IP
27;27205;27205006;CHOCÓ;CONDOTO;MANDINGA;IP
27;27205;27205007;CHOCÓ;CONDOTO;OPOGODÓ;IPD
27;27205;27205008;CHOCÓ;CONDOTO;SANTA ANA;IPD
27;27205;27205011;CHOCÓ;CONDOTO;TAJUATO;IPD
27;27205;27205012;CHOCÓ;CONDOTO;VIROVIRO;C
27;27205;27205014;CHOCÓ;CONDOTO;LA PLANTA;C
27;27205;27205015;CHOCÓ;CONDOTO;ILARIA;CAS
27;27205;27205016;CHOCÓ;CONDOTO;CONSUELO ANDRAPA;C
27;27205;27205017;CHOCÓ;CONDOTO;EL PASO;C
27;27205;27205018;CHOCÓ;CONDOTO;LA ENCHARCAZON;C
27;27245;27245000;CHOCÓ;EL CARMEN DE ATRATO;EL CARMEN DE ATRATO;CM
27;27245;27245001;CHOCÓ;EL CARMEN DE ATRATO;LA PLAYA;IP
27;27245;27245003;CHOCÓ;EL CARMEN DE ATRATO;GUADUAS;C
27;27245;27245004;CHOCÓ;EL CARMEN DE ATRATO;LA MANSA;IP
27;27245;27245005;CHOCÓ;EL CARMEN DE ATRATO;EL PORVENIR;CAS
27;27245;27245006;CHOCÓ;EL CARMEN DE ATRATO;EL SIETE 2;CAS
27;27245;27245007;CHOCÓ;EL CARMEN DE ATRATO;EL SIETE 1;CAS
27;27250;27250000;CHOCÓ;EL LITORAL DEL SAN JUAN;SANTA GENOVEVA DE DOCORDÓ;CM
27;27250;27250001;CHOCÓ;EL LITORAL DEL SAN JUAN;COPOMÁ;C
27;27250;27250002;CHOCÓ;EL LITORAL DEL SAN JUAN;CUCURRUPÍ;C
27;27250;27250003;CHOCÓ;EL LITORAL DEL SAN JUAN;QUEBRADA DE TOGOROMÁ;C
27;27250;27250004;CHOCÓ;EL LITORAL DEL SAN JUAN;CORRIENTE PALO;C
27;27250;27250005;CHOCÓ;EL LITORAL DEL SAN JUAN;PICHIMÁ;C
27;27250;27250006;CHOCÓ;EL LITORAL DEL SAN JUAN;PALESTINA;C
27;27250;27250007;CHOCÓ;EL LITORAL DEL SAN JUAN;CHARAMBIRÁ;C
27;27250;27250008;CHOCÓ;EL LITORAL DEL SAN JUAN;CHONTADURO;CAS
27;27250;27250009;CHOCÓ;EL LITORAL DEL SAN JUAN;DESCOLGADERO;CAS
27;27250;27250010;CHOCÓ;EL LITORAL DEL SAN JUAN;EL COCO;CAS
27;27250;27250011;CHOCÓ;EL LITORAL DEL SAN JUAN;EL CHONCHO;CAS
27;27250;27250012;CHOCÓ;EL LITORAL DEL SAN JUAN;QUÍCHARO;CAS
27;27250;27250013;CHOCÓ;EL LITORAL DEL SAN JUAN;GARCÍA GÓMEZ;C
27;27250;27250014;CHOCÓ;EL LITORAL DEL SAN JUAN;GUACHAL;CAS
27;27250;27250015;CHOCÓ;EL LITORAL DEL SAN JUAN;GUAGUALITO;CAS
27;27250;27250016;CHOCÓ;EL LITORAL DEL SAN JUAN;JIGUALITO;CAS
27;27250;27250017;CHOCÓ;EL LITORAL DEL SAN JUAN;LA PEÑITAS;CAS
27;27250;27250018;CHOCÓ;EL LITORAL DEL SAN JUAN;LOS PEREA;CAS
27;27250;27250019;CHOCÓ;EL LITORAL DEL SAN JUAN;MUNGUIDÓ;C
27;27250;27250020;CHOCÓ;EL LITORAL DEL SAN JUAN;CHAPPIEN;CAS
27;27250;27250021;CHOCÓ;EL LITORAL DEL SAN JUAN;BURUJÓN;CAS
27;27250;27250022;CHOCÓ;EL LITORAL DEL SAN JUAN;PANGALITA;CAS
27;27250;27250023;CHOCÓ;EL LITORAL DEL SAN JUAN;PAPAYO;CAS
27;27250;27250024;CHOCÓ;EL LITORAL DEL SAN JUAN;PLAYITA;CAS
27;27250;27250025;CHOCÓ;EL LITORAL DEL SAN JUAN;CARRA;CAS
27;27250;27250026;CHOCÓ;EL LITORAL DEL SAN JUAN;PUERTO MURILLO;CAS
27;27250;27250027;CHOCÓ;EL LITORAL DEL SAN JUAN;QUEBRADA GIRÓN;CAS
27;27250;27250028;CHOCÓ;EL LITORAL DEL SAN JUAN;QUEBRADA DE PICHIMÁ;C
27;27250;27250029;CHOCÓ;EL LITORAL DEL SAN JUAN;PANGALÁ;CAS
27;27250;27250030;CHOCÓ;EL LITORAL DEL SAN JUAN;SAN JOSÉ;CAS
27;27250;27250031;CHOCÓ;EL LITORAL DEL SAN JUAN;TAPARAL;C
27;27250;27250032;CHOCÓ;EL LITORAL DEL SAN JUAN;TAPARALITO;CAS
27;27250;27250033;CHOCÓ;EL LITORAL DEL SAN JUAN;TÍO CIRILO;CAS
27;27250;27250034;CHOCÓ;EL LITORAL DEL SAN JUAN;TORDÓ;CAS
27;27250;27250035;CHOCÓ;EL LITORAL DEL SAN JUAN;TROJITA;CAS
27;27250;27250036;CHOCÓ;EL LITORAL DEL SAN JUAN;VENADO;CAS
27;27250;27250039;CHOCÓ;EL LITORAL DEL SAN JUAN;UNIÓN VALSALITO;CAS
27;27361;27361000;CHOCÓ;ISTMINA;ISTMINA;CM
27;27361;27361004;CHOCÓ;ISTMINA;BASURU;C
27;27361;27361006;CHOCÓ;ISTMINA;COCOVE;CAS
27;27361;27361009;CHOCÓ;ISTMINA;PRIMAVERA;IP
27;27361;27361019;CHOCÓ;ISTMINA;OLAVE INDIO;CAS
27;27361;27361021;CHOCÓ;ISTMINA;PANAMACITO;CAS
27;27361;27361023;CHOCÓ;ISTMINA;POTEDO;CAS
27;27361;27361025;CHOCÓ;ISTMINA;LA VÍBORA;CAS
27;27361;27361029;CHOCÓ;ISTMINA;SAN ANTONIO;CAS
27;27361;27361031;CHOCÓ;ISTMINA;MUNGIDÓ;CAS
27;27361;27361032;CHOCÓ;ISTMINA;SURUCO SANTA MÓNICA;IP
27;27361;27361035;CHOCÓ;ISTMINA;NEGRIA;CAS
27;27361;27361036;CHOCÓ;ISTMINA;BOCA DE SAN LUIS;CP
27;27361;27361040;CHOCÓ;ISTMINA;GUINIGUINI;CP
27;27361;27361042;CHOCÓ;ISTMINA;PAITO;CP
27;27361;27361043;CHOCÓ;ISTMINA;PLAYA GRANDE;CP
27;27361;27361044;CHOCÓ;ISTMINA;CHIGORODÓ (PUERTO SALAZAR);CP
27;27361;27361045;CHOCÓ;ISTMINA;SAN CRISTÓBAL;CP
27;27361;27361047;CHOCÓ;ISTMINA;SURUCO SAN JOSÉ;CP
27;27361;27361049;CHOCÓ;ISTMINA;PRIMERA MOJARRA;CP
27;27372;27372000;CHOCÓ;JURADÓ;JURADÓ;CM
27;27372;27372001;CHOCÓ;JURADÓ;AGUACATE;IP
27;27372;27372002;CHOCÓ;JURADÓ;COREDO;C
27;27372;27372003;CHOCÓ;JURADÓ;CURICHE;C
27;27372;27372004;CHOCÓ;JURADÓ;PUNTA ARDITA;C
27;27372;27372005;CHOCÓ;JURADÓ;PUNTA DE CRUCES;C
27;27372;27372006;CHOCÓ;JURADÓ;GUARÍN;C
27;27372;27372007;CHOCÓ;JURADÓ;PUNTA PIÑA;C
27;27372;27372008;CHOCÓ;JURADÓ;CABO MARZO;C
27;27413;27413000;CHOCÓ;LLORÓ;LLORÓ;CM
27;27413;27413001;CHOCÓ;LLORÓ;CHAGRATADÁ;C
27;27413;27413002;CHOCÓ;LLORÓ;GUAITADÓ;C
27;27413;27413003;CHOCÓ;LLORÓ;LA VUELTA;IPD
27;27413;27413004;CHOCÓ;LLORÓ;LAS HAMACAS;C
27;27413;27413005;CHOCÓ;LLORÓ;MUMBARADO;IPD
27;27413;27413006;CHOCÓ;LLORÓ;TUMUTUMBUDÓ;C
27;27413;27413007;CHOCÓ;LLORÓ;BORAUDO;CAS
27;27413;27413008;CHOCÓ;LLORÓ;EL LLANO;CAS
27;27413;27413009;CHOCÓ;LLORÓ;NIPORDU;CAS
27;27413;27413010;CHOCÓ;LLORÓ;OGODÓ;CAS
27;27413;27413011;CHOCÓ;LLORÓ;VILLA CLARET;CAS
27;27413;27413012;CHOCÓ;LLORÓ;CALLE LARGA;CAS
27;27425;27425000;CHOCÓ;MEDIO ATRATO;BETÉ;CM
27;27425;27425001;CHOCÓ;MEDIO ATRATO;BOCA DE AMÉ;C
27;27425;27425002;CHOCÓ;MEDIO ATRATO;BOCA DE BEBARÁ;C
27;27425;27425003;CHOCÓ;MEDIO ATRATO;CAMPOALEGRE;C
27;27425;27425004;CHOCÓ;MEDIO ATRATO;EL LLANO DE BEBARÁ;C
27;27425;27425005;CHOCÓ;MEDIO ATRATO;EL LLANO DE BEBARAMÁ;C
27;27425;27425006;CHOCÓ;MEDIO ATRATO;SAN ANTONIO DEL BUEY (CAMPO SANTO);C
27;27425;27425007;CHOCÓ;MEDIO ATRATO;SAN JOSÉ DE BUEY (ALTO BUEY);C
27;27425;27425008;CHOCÓ;MEDIO ATRATO;SAN ROQUE;C
27;27425;27425009;CHOCÓ;MEDIO ATRATO;TANGÜÍ;C
27;27430;27430000;CHOCÓ;MEDIO BAUDÓ;PUERTO MELUK;CM
27;27430;27430001;CHOCÓ;MEDIO BAUDÓ;ALMENDRO;C
27;27430;27430002;CHOCÓ;MEDIO BAUDÓ;ARENAL;C
27;27430;27430003;CHOCÓ;MEDIO BAUDÓ;BOCA DE BAUDOCITO;C
27;27430;27430004;CHOCÓ;MEDIO BAUDÓ;BELLA VISTA;C
27;27430;27430005;CHOCÓ;MEDIO BAUDÓ;BERIGUADÓ;C
27;27430;27430006;CHOCÓ;MEDIO BAUDÓ;CIRUNDÓ LA BANCA;C
27;27430;27430007;CHOCÓ;MEDIO BAUDÓ;NUEVO PLATANARES;C
27;27430;27430009;CHOCÓ;MEDIO BAUDÓ;PIE DE PEPE;C
27;27430;27430010;CHOCÓ;MEDIO BAUDÓ;PUERTO ADÁN;C
27;27430;27430012;CHOCÓ;MEDIO BAUDÓ;SAN JOSÉ DE QUERÁ;C
27;27430;27430013;CHOCÓ;MEDIO BAUDÓ;SAN MIGUEL BAUDOCITO;C
27;27430;27430023;CHOCÓ;MEDIO BAUDÓ;QUERA;C
27;27430;27430024;CHOCÓ;MEDIO BAUDÓ;BOCA DE PEPE;C
27;27430;27430025;CHOCÓ;MEDIO BAUDÓ;SAN LUIS;C
27;27430;27430026;CHOCÓ;MEDIO BAUDÓ;UNIÓN MISARA;C
27;27430;27430027;CHOCÓ;MEDIO BAUDÓ;VILLA NUEVA;C
27;27450;27450000;CHOCÓ;MEDIO SAN JUAN;ANDAGOYA;CM
27;27450;27450001;CHOCÓ;MEDIO SAN JUAN;BEBEDÓ;C
27;27450;27450002;CHOCÓ;MEDIO SAN JUAN;BOCA DE SURUCO;C
27;27450;27450003;CHOCÓ;MEDIO SAN JUAN;CHIQUICHOQUI;C
27;27450;27450004;CHOCÓ;MEDIO SAN JUAN;DIPURDÚ EL GUASIMO;C
27;27450;27450005;CHOCÓ;MEDIO SAN JUAN;EL GUAMO;C
27;27450;27450006;CHOCÓ;MEDIO SAN JUAN;JIGUALITO;C
27;27450;27450007;CHOCÓ;MEDIO SAN JUAN;LA RANCHA;C
27;27450;27450008;CHOCÓ;MEDIO SAN JUAN;NOANAMÁ;C
27;27450;27450009;CHOCÓ;MEDIO SAN JUAN;PAIMADÓ;C
27;27450;27450010;CHOCÓ;MEDIO SAN JUAN;PRINGAMÓ;C
27;27450;27450011;CHOCÓ;MEDIO SAN JUAN;SAN MARTÍN;C
27;27450;27450012;CHOCÓ;MEDIO SAN JUAN;SAN MIGUEL;C
27;27450;27450013;CHOCÓ;MEDIO SAN JUAN;FUJIADÓ;CP
27;27450;27450014;CHOCÓ;MEDIO SAN JUAN;ISLA DE CRUZ;CP
27;27450;27450015;CHOCÓ;MEDIO SAN JUAN;LA UNIÓN;CP
27;27450;27450016;CHOCÓ;MEDIO SAN JUAN;MACEDONIA;CP
27;27450;27450017;CHOCÓ;MEDIO SAN JUAN;PUERTO MURILLO;CP
27;27450;27450018;CHOCÓ;MEDIO SAN JUAN;SAN JERÓNIMO;CP
27;27450;27450019;CHOCÓ;MEDIO SAN JUAN;UNIÓN WAUNAÁN;CP
27;27491;27491000;CHOCÓ;NÓVITA;NÓVITA;CM
27;27491;27491001;CHOCÓ;NÓVITA;EL CAJÓN;C
27;27491;27491002;CHOCÓ;NÓVITA;EL TIGRE;C
27;27491;27491003;CHOCÓ;NÓVITA;IRABUBÚ;C
27;27491;27491004;CHOCÓ;NÓVITA;JUNTAS DE TAMANÁ;C
27;27491;27491005;CHOCÓ;NÓVITA;LA PLAYITA;C
27;27491;27491006;CHOCÓ;NÓVITA;SAN LORENZO;C
27;27491;27491007;CHOCÓ;NÓVITA;SESEGÓ;C
27;27491;27491008;CHOCÓ;NÓVITA;URABARÁ;C
27;27491;27491009;CHOCÓ;NÓVITA;CURUNDÓ;C
27;27491;27491010;CHOCÓ;NÓVITA;EL TAMBITO;CAS
27;27491;27491011;CHOCÓ;NÓVITA;EL BARRANCÓN;CAS
27;27491;27491013;CHOCÓ;NÓVITA;CARMEN DE SURAMA;CP
27;27491;27491014;CHOCÓ;NÓVITA;SANTA ROSA;CP
27;27495;27495000;CHOCÓ;NUQUÍ;NUQUÍ;CM
27;27495;27495001;CHOCÓ;NUQUÍ;ARUSÍ;C
27;27495;27495002;CHOCÓ;NUQUÍ;COQUÍ;C
27;27495;27495003;CHOCÓ;NUQUÍ;JURUBIRÁ;C
27;27495;27495004;CHOCÓ;NUQUÍ;PANGUÍ;C
27;27495;27495005;CHOCÓ;NUQUÍ;TRIBUGÁ;C
27;27495;27495007;CHOCÓ;NUQUÍ;APARTADÓ;CAS
27;27495;27495008;CHOCÓ;NUQUÍ;JOBÍ;C
27;27495;27495010;CHOCÓ;NUQUÍ;TERMALES;C
27;27580;27580000;CHOCÓ;RÍO IRÓ;SANTA RITA;CM
27;27580;27580001;CHOCÓ;RÍO IRÓ;ALTO CHATO;C
27;27580;27580002;CHOCÓ;RÍO IRÓ;CALLE DEL CEDRO;C
27;27580;27580003;CHOCÓ;RÍO IRÓ;COROCÓ;C
